time_s,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8
13.0,-0.8099086937277381,-1.9111714688045998,-1.0932121502287737,-1.643544151239975,-2.306605347194445,-1.8985268407523976,-1.8443523121580856,-1.8809625983941298
14.0,-0.8107675802045491,-1.8180260367137926,-1.3015141914661466,-1.660760825447874,-2.19805156746344,-1.9778990995529517,-1.786077513285803,-1.7776480706664455
15.0,-1.3684107385118804,-2.0006931541719575,-1.2710840201314104,-1.475200288536374,-2.1003387886692595,-2.0020252614519554,-1.727556536509288,-1.7801366249391959
16.0,-1.7584448280895941,-2.29788525561428,-1.081072084471572,-1.4855489880915993,-1.9317751195526756,-1.8888268006601492,-1.736513622259115,-1.8291943674935418
17.0,-1.3374191519256462,-2.3226986923886392,-1.1045378862131077,-1.339312923562502,-1.9089042127393108,-1.8285822179685591,-1.7211775834622531,-1.890666451569568
18.0,-1.243655206088878,-2.172636157062536,-1.4021973950640054,-1.505099427218092,-1.986962207391438,-1.9629853465771552,-1.8778503701464588,-1.8852015314613897
19.0,-0.9631296945521935,-1.9794408271233443,-1.439518377414306,-1.4417203275243369,-2.0696768216399453,-2.074627280713917,-1.6927617448983816,-1.9235270539755
20.0,-1.5488802943072988,-2.3527256812008623,-1.1935540119838348,-1.6293103459767777,-2.1925539507869787,-1.9661205547796607,-1.7469042441572968,-1.857407888243535
21.0,-1.3111126929103054,-2.26450163696349,-1.4694305904607188,-1.5738013604690126,-2.1212871203232133,-1.9348198389573819,-1.6019655436143951,-1.7775202339048892
22.0,-1.2978902791802813,-2.478796598639291,-1.6612505350255693,-1.5692449777963566,-2.207296380907927,-1.9627552836025608,-1.6560155645210373,-1.8215455094743307
23.0,-1.0198082204335737,-2.4241476109032365,-1.7907472861439773,-1.479033305811322,-2.142743972503204,-1.8576146946735426,-1.5444842859554344,-1.8035246335982877
24.0,-1.4211432674181903,-2.6092899716446296,-1.7714711632547766,-1.3243474209464245,-2.2497178191382683,-1.8459292646097678,-1.5608688531421953,-1.8479677987688652
25.0,-1.2643621583194833,-2.5137820222856524,-1.7526368748647978,-1.5038954931729287,-2.0952042222461142,-1.81261952867188,-1.6082402578137016,-1.7311844456543597
26.0,-1.2215648894069548,-2.3858228949254396,-1.5304425781206012,-1.5446181878743122,-1.913643422937415,-2.002685892560558,-1.4637474803485568,-1.6823098849933593
27.0,-0.8891898359729996,-2.3874061902201054,-1.5281603292569945,-1.5011007045637894,-2.0769530523389523,-1.947086113612102,-1.569390343145002,-1.7292652372416468
28.0,-0.9294225394957008,-2.6401530461075584,-1.3735081960288609,-1.4908987113072334,-2.068726346418879,-1.983654664152697,-1.625150878317943,-1.8451450577373054
29.0,-0.4412703938343778,-2.121686417088478,-1.5281332952978761,-1.4260609159774578,-2.055726581571984,-1.9426888729456764,-1.7092849850415073,-1.8151902240935525
30.0,-0.5633182402102916,-2.079133815174297,-1.5651608805221067,-1.2837965008968033,-2.1984662278827263,-1.7402283984099571,-1.6059450016614558,-1.8006199869594888
31.0,-0.9017461439520599,-1.8799536922307394,-1.5362082140691613,-1.0960390865000604,-2.069091458018715,-1.8475513777645092,-1.5157485616732704,-1.874324682673128
32.0,-1.6178917986543806,-2.23349089919311,-1.2912305706502811,-1.0083477723029681,-1.9943839302379665,-1.675712528264959,-1.5101986889366663,-2.0065658880420156
33.0,-1.4302128151649929,-2.2412440920860544,-1.3058214271095292,-1.2718260949651041,-1.9495564296468997,-1.7183024723601281,-1.6460145041116496,-1.8841829260487621
34.0,-0.9609792172774368,-2.030349573942896,-1.299988195186307,-1.5283952541679282,-2.105968907118372,-1.8524576372591586,-1.6216130465522731,-1.8928018077477868
35.0,-0.7242469051057512,-2.2413739753550392,-1.1470818763290347,-1.5810846864894632,-2.1067123584666847,-2.0762434261443747,-1.6276116515442718,-1.9106227037712318
36.0,-1.4019720001259306,-1.8303282056312116,-1.009634165477985,-1.5301000803288425,-2.2929833910616386,-2.1087436721513257,-1.3986634562843883,-1.9242911696843088
37.0,-1.7562816090922597,-1.9753536797372337,-1.1910690149466736,-1.3610940245609793,-2.1653871908909452,-2.055388196583583,-1.5955917784323401,-1.847935042862021
38.0,-1.5719540716148936,-2.0841689368099545,-1.4321199123321866,-1.3609865764746925,-2.052828880927102,-1.9311263389104008,-1.7199705402610657,-1.8146214302456782
39.0,-1.1730931056893905,-2.07187500136849,-1.4271379527035417,-1.1399272065766552,-1.982300895077044,-1.8274369182083112,-1.7293462559893356,-1.8814613628185635
40.0,-0.7563183922740725,-1.8697647612599184,-1.3130463799057284,-1.1223211287551533,-2.02700395374104,-1.6788764784348766,-1.595037281582411,-1.880409743005519
41.0,-0.8524301624012005,-1.698182101531161,-1.3004434172403903,-1.355887675948433,-2.0091289907761616,-1.6632652049468084,-1.626671582431769,-1.8413912699303296
42.0,-1.3181062375630075,-1.8849940385445338,-1.4669457424838575,-1.6648176008213615,-2.047053176277501,-1.5801680312655266,-1.5752702441514022,-1.8815708117747274
43.0,-1.1693827685390843,-2.3082832895981973,-1.6241974669659291,-1.492057535931673,-2.1056472973424536,-1.6655744104525547,-1.6698657662347764,-1.8258195691096155
44.0,-1.3062077719728868,-2.882047807011531,-1.6115161739116088,-1.463653828616253,-2.2203438870195336,-1.7839876158727033,-1.6640258328072757,-1.8529530345803726
45.0,-0.9436080256886457,-2.2903977724070708,-1.4220589265961072,-1.2579509307243293,-2.2461447084021833,-1.9039984363650182,-1.754243632982679,-1.8216083351697834
46.0,-0.8421146942381419,-2.0869797299323736,-1.4880052455014046,-1.3388470077559966,-2.17627929530189,-2.0161380131760724,-1.5755627597285722,-1.7927385444761514
47.0,-0.6574413047559012,-1.8681602272261062,-1.4861777978535138,-1.2177625081699108,-2.1456871731584166,-1.8815993743752204,-1.550007762449928,-1.9380296983071452
48.0,-0.8499413206674344,-2.2662726459558575,-1.3925085062948168,-1.261798327074383,-1.9715859264525766,-1.9691622880103083,-1.5574374450805113,-1.8753247875200367
49.0,-0.8180613584700267,-2.1984974101933785,-1.1717427975662909,-1.3544305123399987,-1.899874507260057,-1.8277791700260895,-1.591565915424412,-1.7965782357340911
50.0,-0.9889299087113215,-2.3257207312721326,-1.2470668247859362,-1.4693417396048911,-1.8656900272870367,-1.842377244073985,-1.7362639240202566,-1.7900143250731126
51.0,-1.4061881765730433,-1.9988023175222032,-1.1425165010212222,-1.575546486398656,-2.0013512278085317,-1.9708452591703278,-1.5463766052328949,-1.887910355744442
52.0,-1.3783149944920867,-1.548630179727462,-1.3367360069533116,-1.3815954520981373,-1.9022322673969962,-1.9179027357681975,-1.3684468223260848,-1.9314349567975628
53.0,-1.815476483343544,-1.3227539930089012,-1.394546608288087,-1.333963496056781,-1.966129112666294,-1.7447916421217005,-1.3575015163524728,-1.8930083220770284
54.0,-1.7486998946003145,-1.440992300537954,-1.2494107053913541,-1.135689051859531,-1.9602973927245926,-1.7208280530981326,-1.6132923877798675,-1.7003452478567318
55.0,-1.7138936252827621,-2.169061632537078,-1.0478945737335372,-1.423935573212715,-2.1023315232817157,-1.80182598986501,-1.7074544627483363,-1.6633321644312997
56.0,-1.1598907737338089,-2.5627320505031546,-1.0250648216390377,-1.4029723713392384,-2.0651828882154386,-1.952159504164549,-1.590696676526489,-1.6779199216006502
57.0,-1.0172344515180334,-2.6048479456022076,-0.8779639836910614,-1.5254134873470722,-1.8692823330026942,-2.0927641926284477,-1.5884005706116526,-1.661838378640578
58.0,-0.7348155515897039,-2.6803697119278547,-1.1976233947990949,-1.3548856902620776,-1.604893976289686,-1.9799155030674986,-1.6528260263690846,-1.7510160413828553
59.0,-1.4466539845684125,-2.8115270343389267,-1.2301117778805974,-1.4477578008806815,-1.886866995255835,-1.919992790471912,-1.5559002951471952,-1.7696049113687222
60.0,-1.4607606017946022,-2.247703038574949,-1.290974399265943,-1.246729716480813,-2.056519996290655,-1.7521714155679917,-1.6287139630097422,-1.7801174058735163
61.0,-1.5887139346245343,-1.9808912905378937,-1.2091023245539991,-1.5177284744843584,-1.9938354082543293,-1.8787203289028946,-1.577962072827362,-1.7641351779735286
62.0,-0.9687023506916708,-1.86236578361706,-1.3194849546380119,-1.2332692021608267,-1.9491153605608558,-1.9170207288278562,-1.6529860991269283,-1.838189377186229
63.0,-0.8204730139696989,-2.1103205810422314,-1.4455722121655532,-1.1567501398368616,-1.750733311479204,-1.9334045580193038,-1.5548434331324312,-1.8252420355703627
64.0,-0.5423335932323621,-2.054939436841946,-1.1783558977151811,-1.0956627362160096,-2.0630390860871493,-1.858400882589388,-1.6265266363654645,-1.753971179224902
65.0,-0.9451373298548508,-1.9445422512550934,-1.2198485085068087,-1.1573708973897643,-2.0837498105971273,-1.8894899711370574,-1.7079098332587535,-1.7482352311362608
66.0,-1.2111507533336794,-2.0463651241371306,-1.3085192398603824,-1.1082985256573359,-2.0975146999697967,-1.8166783157640454,-1.6763068398570613,-1.725725094988481
67.0,-1.1937840947295697,-1.778223046243688,-1.4077655064835133,-1.3555168287069108,-2.103208068415516,-1.919683607345557,-1.8122733902166528,-1.8379378215374613
68.0,-1.2640728291220455,-1.9026099980112257,-1.3701437122063942,-1.5278282964930574,-1.9739643652557028,-1.7249645632627888,-1.5762433782538454,-1.9416286267779195
69.0,-1.2393125587334524,-1.981688461570028,-1.4627101154928812,-1.740584212335337,-1.7364220201098937,-1.6479103322811568,-1.5773965384137625,-1.8169288264464585
70.0,-1.899209920458393,-2.4275375490169306,-1.5261838165121346,-1.6340442028508102,-1.6769608404276368,-1.5260573064657819,-1.5830048899847355,-1.730780305591122
71.0,-2.021347311070318,-2.714734169164537,-1.4302127263920368,-1.4427502043724905,-1.925638354953729,-1.7253598236428538,-1.793914743318132,-1.7239296547431646
72.0,-1.4825061066864822,-2.7126696217111297,-1.110102633106454,-1.2264818389939827,-2.0536696595329955,-1.9372105242449067,-1.7525426243348952,-1.7727289077518271
73.0,-1.1463445576396274,-2.3251380745344723,-1.1658418794917702,-1.2136062777397139,-1.9721935538944086,-1.9944455495988733,-1.6420247078763883,-1.8238107053080246
74.0,-0.6858852757709671,-2.299532159661824,-1.1438513310339165,-1.4034019808231872,-1.8557138955953218,-2.1261646445027313,-1.4013553836271406,-1.8241412183673387
75.0,-1.0358579301570874,-2.209598043405248,-1.6829794423392623,-1.2947958229848113,-1.7438727227778827,-1.8661577521288104,-1.3470680591457547,-2.0048868280720447
76.0,-1.0745816760957743,-2.2573515435299107,-1.6391097468647764,-1.3447422273900826,-1.9624813450418184,-1.6645606337438472,-1.4071498720152127,-1.955724307263872
77.0,-1.0404591820133149,-2.2407757694442147,-1.6077787988456569,-0.9718284981563964,-1.8640167137705286,-1.5729435461086116,-1.6056733146326292,-1.9782365477912858
78.0,-1.2332355973749034,-2.4750075990267466,-1.3621940926226326,-1.2978529259939062,-1.7144437963551131,-1.636946173833183,-1.5644166364832732,-1.965882251654376
79.0,-1.1174558005447353,-2.33557461919697,-1.3091449432855828,-1.2553657997502403,-1.8647447314623495,-1.8648100022932814,-1.5671503378524847,-1.9234417517142797
80.0,-1.4383379219988628,-1.9553218923345133,-0.9660847816103351,-1.640373424761417,-1.9805846660961564,-1.8705846761178235,-1.6271368734343865,-1.9239237182675186
81.0,-1.4038233457215021,-2.167006726148464,-0.8633083833461305,-1.5459024673376427,-2.101972338667932,-1.8089710961773355,-1.7282393139462575,-1.7529374696390345
82.0,-1.4261142957241193,-2.312209242660185,-1.0914341569531862,-1.46997631304751,-2.116534481825481,-1.5760479286478393,-1.7452835359660668,-1.8139137530667901
83.0,-1.7490110765446487,-1.8493482601943472,-1.1136769084064362,-1.4863658096042451,-1.9644110824133891,-1.7430799229968068,-1.7931810918887843,-1.7916098161974003
84.0,-1.4464805192592658,-1.6178711485186588,-1.0677035204232022,-1.691490956913066,-2.0987971902897025,-1.9745214777758981,-1.7574636038349805,-1.82792733830539
85.0,-1.230200341803725,-1.8625886251349213,-1.1552899295533476,-1.5063078066846862,-1.9761808752046344,-1.8914085121754185,-1.6454985004433034,-1.830491811321818
86.0,-1.1407384073664384,-2.034773288000778,-1.5591311842485451,-1.300815973622856,-1.9571854210614124,-1.82529769790079,-1.6852421991287647,-1.8922793135918028
87.0,-0.9852383302556289,-2.141957274392005,-1.4241379742979614,-0.8176436461621865,-1.7927035582296889,-1.8844392482414687,-1.6876578478877835,-1.7787073130092796
88.0,-0.9754948176674122,-2.141087608232951,-1.3653400749682063,-1.059797203388482,-1.9804094746346417,-1.9708284752873335,-1.805001194046871,-1.7199988915198559
89.0,-0.6968917995035318,-2.038208316846997,-0.7720903970668426,-1.12049740981324,-2.0091263407142774,-2.140841729311856,-1.7512216240300251,-1.6408365354665053
90.0,-0.9527093917941531,-1.606019586790173,-0.9322943055966105,-1.484942234518992,-1.5917374544788532,-1.9820987459736288,-1.7416326300632634,-1.659981211769415
91.0,-1.0942611542508458,-1.9147459673582148,-0.8710716988031395,-1.2894678505490391,-1.4846736164902923,-1.9621153832015668,-1.6729949812730363,-1.8201489531457415
92.0,-1.1225532284385222,-1.7702270825697661,-1.3305000524650754,-1.4353629102244465,-1.742896182236975,-1.8737549587787008,-1.6711118378084533,-1.9233616245817897
93.0,-1.88396501188139,-1.7638506087650252,-1.3653287858126129,-1.359066820260526,-2.118906665648746,-1.7717589977399153,-1.6293099881582729,-1.858699894365119
94.0,-1.8475061049042862,-1.621087086796282,-1.4220938645607788,-1.1842867344343848,-2.198366620683435,-1.7157116056835218,-1.5349813042205798,-1.8204800068722367
95.0,-2.201959683478544,-1.597585577384895,-1.1817084925251744,-1.0146294673320115,-2.18564417603209,-1.7382307056658926,-1.6392983089329423,-1.8917754070970227
96.0,-2.1529697361639344,-1.719627457041663,-1.230302780850383,-1.1367090461342388,-2.1808025179462933,-1.784139427266131,-1.6048538716844214,-1.8293483068394891
97.0,-1.7809027855758561,-2.252483286984834,-0.8798884813987816,-1.187095313081672,-2.1438807195022984,-1.5968066153039058,-1.6652665686266808,-1.8686144379304923
98.0,-1.4533222351758053,-2.094736447912459,-1.0820570685301893,-1.2344834448527853,-1.9021899043615593,-1.7199454963226477,-1.640653980050898,-1.8496586687936056
99.0,-1.3713831238431597,-1.9705771512925339,-1.10046038345295,-1.1188535340400532,-1.8085993009071335,-1.7543227374588166,-1.6844138433491773,-1.9552564038244815
100.0,-1.0226798118070124,-1.9366542922133885,-1.0093152073617346,-1.4652437178232542,-1.7738560350071475,-1.9855895930155056,-1.7805983378524026,-1.931645473638666
101.0,-0.9041210767227313,-2.349228234208148,-1.0953305620462033,-1.5108867725267419,-2.1061039655223484,-2.0134201033355814,-1.7449109013211241,-1.9180631086283235
102.0,-0.3827155878622743,-2.239535829623733,-1.0388920245767739,-1.246794389384985,-2.110872235633479,-1.924439994303458,-1.698634762351141,-1.876587593055817
103.0,-1.2316379667370492,-1.9129348447552927,-1.1110093737489468,-1.1325570511170215,-2.002984755079861,-1.9038160777466941,-1.7102453316292812,-1.9117344957069695
104.0,-1.2995948668597652,-1.89471256162602,-0.8895681373021843,-0.9115085178154411,-2.0354764429951984,-2.0263193105331676,-1.6144412304104032,-1.963144668082855
105.0,-1.5744403523547064,-1.8269084928093944,-1.2510021409083711,-1.188843340845157,-2.057915561333614,-1.9100904395927165,-1.6890760925520876,-1.841044439234962
106.0,-1.408383143542274,-2.053879237195633,-1.151413340586382,-0.9576177375185714,-2.036826202185985,-2.0286932396089994,-1.6852530801403973,-1.7840689238330316
107.0,-0.9677340074041593,-2.015068656696475,-0.9564109936562553,-0.9034125933530446,-2.049238633909626,-1.9146248003437396,-1.6299106441002638,-1.7751001222829434
108.0,-1.228784786478604,-2.243427539829534,-0.7139279169760977,-0.9551607519649724,-2.0788265112779,-1.980278162965954,-1.4703770273640722,-1.8630935139981142
109.0,-1.088565905208793,-1.9506711271790034,-0.8716810070393604,-1.320872947824713,-2.312761685243521,-1.727096856447144,-1.3790273032200513,-1.8278611328197203
110.0,-1.0894540569994333,-1.5020726766234722,-0.9157925942798124,-1.3590130130472158,-2.0118868051520296,-1.7489161183803899,-1.4660235173670029,-1.7851241230493533
111.0,-1.1768983330282967,-1.6472657397598718,-1.1021848231520583,-1.2809965703487187,-1.983814094717459,-1.7542775019360122,-1.6236566932022238,-1.655698179669921
112.0,-1.5951780164065965,-1.5839933260801626,-1.095996958675873,-1.2824380176960208,-2.0681365730885246,-1.9499299535725645,-1.739159683922877,-1.767103504305526
113.0,-1.6768735078845534,-1.5168795892639462,-1.3379545772154462,-1.297525883010603,-2.143366114747633,-1.9308370001713935,-1.6649945681855265,-1.8288148423129635
114.0,-1.5813182522770906,-1.830934961741013,-1.1875785860330517,-1.1507388865662094,-2.1468756432462586,-2.0059026649459826,-1.7536860336773281,-1.8715516094153857
115.0,-1.2729578558157297,-1.6255532574951537,-1.2361205742826622,-1.2004567106261554,-2.0032051886672413,-1.921128529834512,-1.7848864690528878,-1.8562104266211665
116.0,-0.9997193068202872,-1.9706834150607235,-0.909182935621103,-1.3312885439447921,-2.2118173358426736,-1.86096452415254,-1.8032482382377082,-1.873983990236442
117.0,-0.5531462046757375,-1.8084203121231803,-0.9521127866634913,-1.6803728734393208,-2.261903223337661,-1.7272290178790544,-1.7332309145967688,-1.8650601344748616
118.0,-0.851810221225957,-1.7882255957154318,-1.2778829938764955,-1.4576566591624587,-2.16939898110349,-1.78511613618379,-1.6491939210016935,-1.8469551013255496
119.0,-1.0620044008861544,-1.6569364756377043,-1.4673933653780482,-1.159032731211396,-2.0551193415607116,-1.734195227961147,-1.623859822035552,-1.8964025450578934
120.0,-1.2488537863178963,-1.6251596032286197,-1.12445967570729,-1.05677147516405,-1.9547930441131705,-1.978380430652344,-1.6255293197377938,-1.8587817583841852
121.0,-1.0504351289600615,-1.8562367238906055,-1.24585468858519,-0.9652330767143505,-1.9839017198532791,-2.0295152495145476,-1.6020083236440092,-1.8117045656760766
122.0,-0.25276107010605114,-1.9982700702245106,-1.1951508631107042,-1.101967674774134,-2.084744938773525,-1.8945297046453757,-1.6207002461852766,-1.8137030616762586
123.0,0.05311689201056568,-1.9136330857971369,-1.097190746629823,-1.1528019533728404,-1.9992701013539729,-1.935532433368128,-1.71207652102681,-1.8194363307485706
124.0,-0.2607053521487139,-1.8627188735437514,-1.0039771298402664,-1.4034650319928947,-2.1005727604635323,-1.9231365239085623,-1.6442704138165734,-1.8118757998352202
125.0,-0.4286213996856712,-1.486598207332799,-0.6526309945253796,-1.3657543907589058,-1.9055753793330952,-2.027465488347381,-1.582952908004937,-1.8467186384682637
126.0,-1.123689156918123,-1.2673661788705635,-1.0261284004971,-1.1888644669506006,-1.93806705405311,-1.933784963459678,-1.593596066521803,-1.9252101694508739
127.0,-1.0466062737729398,-1.4577357321778779,-1.0910859119931156,-1.0052120405087772,-1.7426141967491948,-1.8012094115585435,-1.5357836859281588,-1.7995659584756587
128.0,-1.8299691139673828,-1.7807200502172478,-1.2330639143712074,-1.0577331944064505,-2.0157409564596334,-1.6400581771520768,-1.7118949128635932,-1.779156470441196
129.0,-1.5595090469595092,-1.660271848962946,-1.2874317214606672,-1.209249323852038,-2.143326929735628,-1.6793854865197557,-1.6511852707535157,-1.8530137115977408
130.0,-1.780022961347958,-1.326976870099782,-1.222649929808407,-1.3364678370408438,-2.2316797260020707,-1.758209840252026,-1.7175420806553239,-1.8775856798801798
131.0,-1.2969925493716694,-1.402614997178695,-0.902246520654828,-1.2260937856645135,-2.281330476267579,-1.6902962981139797,-1.7843340650946182,-1.9356555558041664
132.0,-1.0797083544604051,-1.4909390242433318,-1.2044250424313137,-1.450680051018917,-2.262674145150084,-1.8927206896165278,-1.7186102495415525,-1.8453944401180964
133.0,-1.230360427861725,-2.022438987093517,-1.3606681356724892,-1.1968411745417809,-2.1827675009390677,-1.9452635922015031,-1.7186201735457427,-1.7587632986982884
134.0,-1.7098920135093099,-2.034896973612902,-1.3952026692407495,-1.4094083268200273,-2.0440187586495338,-2.0165522653853643,-1.7853081607076933,-1.6861656752443486
135.0,-1.689104716132353,-1.9658940654388108,-1.0610993233394383,-1.3768827064722802,-2.0798911857073255,-1.948905270676113,-1.7509970793907246,-1.9234590603332506
136.0,-1.1647401608814616,-1.8185209955709587,-0.9667724437465264,-1.6381917491442308,-2.105145067490903,-1.8956679042370208,-1.682526636150926,-1.8250602248660486
137.0,-0.19606775485233377,-1.7150738168521316,-1.1096628259335788,-1.5960339953269695,-2.0364809359794545,-1.9182246841994797,-1.6561813602838866,-1.8880909468953453
138.0,0.5567412987494397,-1.3927790903640969,-1.2464687116980635,-1.209052206314709,-1.8563646612048437,-1.8542226103121546,-1.7678043805416757,-1.818351738354499
139.0,0.7040313958801199,-1.527654515024516,-1.2850982017164054,-0.8503306357914427,-1.9315573715291094,-1.7507408865662575,-1.6596885068575447,-1.7466232627660645
140.0,-0.3160857997683856,-1.6742934293552885,-0.6052162186991566,-1.014299393772663,-1.8427411057765644,-1.6906895713922216,-1.6876784929483903,-1.7520610384475555
141.0,-1.4358393986629285,-1.519887138599378,-0.5372107211240811,-0.8840303228876517,-2.0049121711474576,-1.73315528676462,-1.7040665235005379,-1.7798799910005614
142.0,-1.6813591407672999,-1.2755918345757076,-0.590214611287071,-1.1131226533495453,-1.8873396430674327,-1.8468773785520094,-1.703448876755149,-1.7987901529306707
143.0,-1.7288094618657879,-1.490617828417771,-0.9129793632508645,-0.9324228120172735,-2.080398206422705,-1.8586648032441053,-1.7089378826475308,-1.833303648489011
144.0,-1.3351683252215722,-2.098535133779859,-1.2985084591547496,-1.2391130003726212,-2.1502072140440505,-1.9852074010566503,-1.6473186681704577,-1.7831250899847357
145.0,-1.5320301021234726,-2.3885788590579566,-1.2331855260791422,-1.3456155379268324,-2.135712425866921,-1.9599930450759235,-1.6486620871878597,-1.7268063259066018
146.0,-0.9486865977630171,-1.850055193300392,-1.0196027584208922,-1.4851695055198146,-2.1961841419614507,-1.754597116226354,-1.6728880493330425,-1.8218861403819295
147.0,-0.9698514157063293,-1.8549866980069307,-0.9553755120052347,-1.6208592871052798,-2.061347808669954,-1.7647226119558679,-1.7227082238267626,-1.8846018811514516
148.0,-0.5292808066152592,-1.6571100291277734,-1.103714859603975,-1.3042215178040897,-1.9354142635864164,-1.6172519913220311,-1.7611627727470338,-1.9555757762364296
149.0,-0.7772962023982619,-1.7761591389028717,-1.3940321703550058,-1.3634176801046318,-1.9350564429855088,-1.9234165414085296,-1.7093712723397516,-1.8621657023748401
150.0,-1.073018033651229,-1.4112045525835324,-1.2831364874651294,-1.2939468471732065,-2.0411390136435292,-1.843584826862401,-1.742702676067495,-1.8244180011642332
151.0,-1.6332250120538894,-2.05141504733321,-1.0074218029535678,-1.7585555021962462,-2.2103790953721636,-1.8104032184582748,-1.7140251500615646,-1.8496964304507617
152.0,-1.794066588158504,-2.1393083508579758,-1.0013000750987475,-1.5623039698190944,-2.1623664704797303,-1.6945167184115864,-1.7404580583923364,-1.9024544348835963
153.0,-1.5150307875816058,-2.219716293338168,-1.2524040654970108,-1.158629924958194,-2.073688233488844,-1.7657218317451524,-1.7421939276436125,-1.8934664231166292
154.0,-0.6867656292581104,-1.9727351410951217,-1.341038001653036,-0.8448204407856681,-2.1115355747392965,-1.7341190809884368,-1.6170344529591407,-1.659126024304982
155.0,-0.36556758981480125,-1.7323476420237807,-1.2096766276888946,-1.1545688137991954,-2.2232708341857945,-1.6965347033580644,-1.684156487027561,-1.6060668115128678
156.0,-0.21557370580306395,-1.8440359402454007,-0.970958554749899,-1.3001035547187858,-2.3217778751774527,-1.705412399821204,-1.5952208743554854,-1.6366462890303324
157.0,-0.9228633900633905,-1.9217716777767868,-0.809540983203198,-1.6960751723227263,-2.2225505064290823,-1.7984860930420414,-1.7748124945369006,-1.6495065383619474
158.0,-1.276460098682553,-1.962651202511305,-0.8207058195945377,-1.2738106109079192,-2.1958051431774743,-1.7509977068393485,-1.7100827257871827,-1.6659461050121283
159.0,-1.5856698189135376,-1.9365783773986498,-1.1475658709988352,-1.2897090589334022,-2.239819076670532,-1.9587257393191944,-1.6974094988045334,-1.6464916020792582
160.0,-1.444689611964338,-2.1932361655211423,-1.408539323202957,-1.3060684744014397,-2.0827747913717105,-1.9254350858554663,-1.6406762985874828,-1.6522171106251093
161.0,-0.7643289919883843,-1.8086874020089985,-1.403991614855199,-1.3619183111593216,-2.127566604553782,-2.0013426586282015,-1.7446494290436825,-1.6117219420020803
162.0,-0.7631835980214974,-1.582800923294597,-1.5832779261822134,-1.5996526875083763,-2.0211062071626458,-1.9763675109514003,-1.6056930086638712,-1.5467746304912056
163.0,-0.2892711232206399,-1.392777740780126,-1.3373926828126979,-1.2666126064123526,-1.8743372568485388,-1.9375800134981367,-1.6931223337853152,-1.6135494143011526
164.0,-0.9464471245673068,-1.147541166918555,-1.225450489110526,-1.1515400374064089,-1.7733063149282011,-1.9627399104563168,-1.7872640646153641,-1.7031249060937412
165.0,-0.6328065197776142,-0.9330028159565311,-1.2793274730757627,-0.9806517504642028,-1.9233261876334318,-1.9021794419078009,-1.7335284004693656,-1.6617396571434888
166.0,-0.8396287405744058,-1.576024047132605,-1.4983962727120708,-1.461609953887123,-2.0982299863140623,-1.92795879115852,-1.574549060687115,-1.6278882071585048
167.0,-0.42538155887483853,-1.8567636399447995,-1.2805679195750395,-1.4405665526637597,-2.269083838231656,-1.8829988346154576,-1.610006045436017,-1.5335580142677134
168.0,-0.7763935162923356,-2.568855694628387,-1.2289121889681565,-1.2069169175884153,-2.3330094454663874,-1.9307231393049822,-1.55135004432675,-1.6681264914657867
